	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
98	655	BMP7	OP-1	bone morphogenetic protein 7	bone morphogenetic protein 7|osteogenic protein 1	RNAP	112267	P18075	431.0
99	657	BMPR1A	10q23del, ACVRLK3, ALK-3, ALK3, BMPR-1A, CD292, SKR5	bone morphogenetic protein receptor type 1A	bone morphogenetic protein receptor type-1A|BMP type-1A receptor|activin A receptor, type II-like kinase 3|activin receptor-like kinase 3|bone morphogenetic protein receptor, type IA|serine/threonine-protein kinase receptor R5	RNAP	601299	P36894	532.0
100	658	BMPR1B	ALK-6, ALK6, AMD3, AMDD, BDA1D, BDA2, CDw293	bone morphogenetic protein receptor type 1B	bone morphogenetic protein receptor type-1B|BMP type-1B receptor|BMPR-1B|activin receptor-like kinase 6|bone morphogenetic protein receptor, type IB|serine/threonine receptor kinase	RNAP	603248	O00238	502.0
101	659	BMPR2	BMPR-II, BMPR3, BMR2, BRK-3, POVD1, PPH1, T-ALK	bone morphogenetic protein receptor type 2	bone morphogenetic protein receptor type-2|BMP type II receptor|BMP type-2 receptor|bone morphogenetic protein receptor type II|bone morphogenetic protein receptor, type II (serine/threonine kinase)|type II activin receptor-like kinase|type II receptor for bone morphogenetic protein-4	RNAP	600799	Q13873	1038.0
102	661	POLR3D	BN51T, C53, RPC4, RPC53, TSBN51	RNA polymerase III subunit D	DNA-directed RNA polymerase III subunit RPC4|BN51 (BHK21) temperature sensitivity complementing|DNA-directed RNA polymerase III 47 kDa polypeptide|DNA-directed RNA polymerase III subunit D|RNA polymerase III 47 kDa subunit|RNA polymerase III subunit C4|RPC53 homolog|polymerase (RNA) III (DNA directed) polypeptide D, 44kDa|polymerase (RNA) III subunit D|temperature sensitive complementation, cell cycle specific, tsBN51	RNAP	187280	P05423	398.0
103	668	FOXL2	BPES, BPES1, PFRK, PINTO, POF3	forkhead box L2	forkhead box protein L2|forkhead transcription factor FOXL2	RNAP	605597	P58012	376.0
104	672	BRCA1	BRCAI, BRCC1, BROVCA1, FANCS, IRIS, PNCA4, PPP1R53, PSCP, RNF53	BRCA1 DNA repair associated	breast cancer type 1 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 1|Fanconi anemia, complementation group S|RING finger protein 53|breast and ovarian cancer susceptibility protein 1|breast cancer 1, early onset|early onset breast cancer 1|protein phosphatase 1, regulatory subunit 53	RNAP	113705	P38398	1863.0
105	673	BRAF	B-RAF1, B-raf-1, BRAF1, NS7, RAFB1, BRAF	B-Raf proto-oncogene, serine/threonine kinase	serine/threonine-protein kinase B-raf|94 kDa B-raf protein|B-Raf proto-oncogene serine/threonine-protein kinase (p94)|B-Raf serine/threonine-protein|murine sarcoma viral (v-raf) oncogene homolog B1|proto-oncogene B-Raf|v-raf murine sarcoma viral oncogene homolog B|v-raf murine sarcoma viral oncogene homolog B1	RNAP	164757	P15056	766.0
106	677	ZFP36L1	BRF1, Berg36, ERF-1, ERF1, RNF162B, TIS11B, cMG1	ZFP36 ring finger protein like 1	mRNA decay activator protein ZFP36L1|EGF-response factor 1|TPA-induced sequence 11b|ZFP36-like 1|butyrate response factor 1|early response factor Berg36|zinc finger protein 36, C3H type-like 1|zinc finger protein 36, C3H1 type-like 1|zinc finger protein, C3H type, 36-like 1	RNAP	601064	Q07352	338.0
107	683	BST1	CD157, cADPR2	bone marrow stromal cell antigen 1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2|ADP-ribosyl cyclase 2|NAD(+) nucleosidase|bone marrow stromal antigen 1|cADPr hydrolase 2|cyclic ADP-ribose hydrolase 2	RNAP	600387	Q10588	318.0
108	694	BTG1	APRO2	BTG anti-proliferation factor 1	protein BTG1|B-cell translocation gene 1 protein|B-cell translocation gene 1, anti-proliferative	RNAP	109580	P62324	171.0
109	695	BTK	AGMX1, AT, ATK, BPK, IGHD3, IMD1, PSCTK1, XLA	Bruton tyrosine kinase	tyrosine-protein kinase BTK|B-cell progenitor kinase|Bruton agammaglobulinemia tyrosine kinase|Bruton's tyrosine kinase|agammaglobulinaemia tyrosine kinase|dominant-negative kinase-deficient Brutons tyrosine kinase	RNAP	300300	Q06187	659.0
110	706	TSPO	BPBS, BZRP, DBI, IBP, MBR, PBR, PBS, PKBS, PTBR1, mDRC, pk18, TSPO	translocator protein	translocator protein|benzodiazepine peripheral binding site|mitochondrial benzodiazepine receptor|peripheral-type benzodiazepine receptor	RNAP	109610	P30536	169.0
111	708	C1QBP	COXPD33, GC1QBP, HABP1, SF2AP32, SF2p32, gC1Q-R, gC1qR, p32	complement C1q binding protein	complement component 1 Q subcomponent-binding protein, mitochondrial|ASF/SF2-associated protein p32|C1q globular domain-binding protein|complement component 1, q subcomponent binding protein|glycoprotein gC1qBP|hyaluronan-binding protein 1|mitochondrial matrix protein p32|p33|splicing factor SF2-associated protein	RNAP	601269	Q07021	282.0
112	718	C3	AHUS5, ARMD9, ASPa, C3b, CPAMD1, HEL-S-62p, C3	complement C3	complement C3|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1|C3a anaphylatoxin|acylation-stimulating protein cleavage product|complement component 3|complement component C3a|complement component C3b|epididymis secretory sperm binding protein Li 62p|prepro-C3	RNAP	120700	P01024	1663.0
113	719	C3AR1	AZ3B, C3AR, HNFAG09	complement C3a receptor 1	C3a anaphylatoxin chemotactic receptor|complement component 3 receptor 1|complement component 3a receptor 1	RNAP	605246	Q16581	482.0
114	727	C5	C5Da, C5b, CPAMD4, ECLZB, C5	complement C5	complement C5|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4|C5a anaphylatoxin|anaphylatoxin C5a analog|complement component 5|prepro-C5	RNAP	120900	P01031	1676.0
115	728	C5AR1	C5A, C5AR, C5R1, CD88	complement C5a receptor 1	C5a anaphylatoxin chemotactic receptor 1|C5a anaphylatoxin receptor|C5a ligand|C5a-R|complement component 5a receptor 1	RNAP	113995	P21730	350.0
116	745	MYRF	11orf9, C11orf9, CUGS, MMERV, MRF, Ndt80, pqn-47	myelin regulatory factor	myelin regulatory factor|myelin gene regulatory factor	RNAP	608329	Q9Y2G1	1151.0
117	779	CACNA1S	CACNL1A3, CCHL1A3, CMYP18, Cav1.1, DHPRM, HOKPP, HOKPP1, MHS5, TTPP1, hypoPP	calcium voltage-gated channel subunit alpha1 S	voltage-dependent L-type calcium channel subunit alpha-1S|calcium channel, voltage-dependent, L type, alpha 1S subunit|dihydropyridine receptor alpha 1 subunit|dihydropyridine-sensitive L-type calcium channel alpha-1 subunit|voltage-gated calcium channel subunit alpha Cav1.1	RNAP	114208	Q13698	1873.0
118	782	CACNB1	CAB1, CACNLB1, CCHLB1	calcium voltage-gated channel auxiliary subunit beta 1	voltage-dependent L-type calcium channel subunit beta-1|calcium channel voltage-dependent subunit beta 1|calcium channel, L type, beta 1 polypeptide|calcium channel, voltage-dependent, beta 1 subunit|dihydropyridine-sensitive L-type, calcium channel beta-1 subunit	RNAP	114207	Q02641	598.0
119	786	CACNG1	CACNLG	calcium voltage-gated channel auxiliary subunit gamma 1	voltage-dependent calcium channel gamma-1 subunit|L-type calcium channel gamma polypeptide|calcium channel, voltage-dependent, gamma subunit 1|dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma|neuronal dihydropyridine-sensitive calcium channel gamma subunit	RNAP	114209	Q06432	222.0
120	816	CAMK2B	CAM2, CAMK2, CAMKB, CaMKIIbeta, MRD54	calcium/calmodulin dependent protein kinase II beta	calcium/calmodulin-dependent protein kinase type II subunit beta|CaM kinase II beta subunit|CaM-kinase II beta chain|caMK-II subunit beta|proline rich calmodulin-dependent protein kinase	RNAP	607707	Q13554	666.0
121	817	CAMK2D	CAMKD	calcium/calmodulin dependent protein kinase II delta	calcium/calmodulin-dependent protein kinase type II subunit delta|CaM kinase II delta subunit|CaM-kinase II delta chain|CaMK-II delta subunit|calcium/calmodulin-dependent protein kinase (CaM kinase) II delta|calcium/calmodulin-dependent protein kinase type II delta chain	RNAP	607708	Q13557	499.0
122	820	CAMP	CAP-18, CAP18, CRAMP, FALL-39, FALL39, HSD26, LL37	cathelicidin antimicrobial peptide	cathelicidin antimicrobial peptide|18 kDa cationic antimicrobial protein|epididymis secretory sperm binding protein	RNAP	600474	P49913	170.0
123	825	CAPN3	CANP3, CANPL3, LGMD2, LGMD2A, LGMDD4, LGMDR1, nCL-1, p94	calpain 3	calpain-3|calpain p94, large [catalytic] subunit|calpain, large polypeptide L3|muscle-specific calcium-activated neutral protease 3 large subunit|new calpain 1	RNAP	114240	P20807	821.0
124	834	CASP1	ICE, IL1BC, P45	caspase 1	caspase-1|IL-1 beta-converting enzyme|IL1B-convertase|caspase 1, apoptosis-related cysteine peptidase|interleukin 1, beta, convertase|interleukin 1-B converting enzyme	RNAP	147678	P29466	404.0
125	841	CASP8	ALPS2B, CAP4, Casp-8, FLICE, MACH, MCH5	caspase 8	caspase-8|FADD-homologous ICE/CED-3-like protease|FADD-like ICE|ICE-like apoptotic protease 5|MACH-alpha-1/2/3 protein|MACH-beta-1/2/3/4 protein|MORT1-associated ced-3 homolog|apoptotic cysteine protease|apoptotic protease Mch-5|caspase 8, apoptosis-related cysteine peptidase|caspase 8, apoptosis-related cysteine protease	RNAP	601763	Q14790	479.0
126	846	CASR	CAR, EIG8, FHH, FIH, GPRC2A, HHC, HHC1, HYPOC1, NSHPT, PCAR1, hCasR	calcium sensing receptor	extracellular calcium-sensing receptor|parathyroid Ca(2+)-sensing receptor 1|parathyroid cell calcium-sensing receptor 1	RNAP	601199	P41180	1078.0
127	857	CAV1	BSCL3, CGL3, LCCNS, MSTP085, PPH3, VIP21	caveolin 1	caveolin-1|caveolin 1, caveolae protein, 22kDa|cell growth-inhibiting protein 32	RNAP	601047	Q03135	178.0
128	860	RUNX2	AML3, CBF-alpha-1, CBFA1, CCD, CCD1, CLCD, OSF-2, OSF2, PEA2aA, PEBP2aA	RUNX family transcription factor 2	runt-related transcription factor 2|PEA2-alpha A|PEBP2-alpha A|SL3-3 enhancer factor 1 alpha A subunit|SL3/AKV core-binding factor alpha A subunit|acute myeloid leukemia 3 protein|core-binding factor, runt domain, alpha subunit 1|oncogene AML-3|osteoblast-specific transcription factor 2|polyomavirus enhancer-binding protein 2 alpha A subunit|runt related transcription factor 2	RNAP	600211	Q13950	521.0
129	861	RUNX1	AML1, AML1-EVI-1, AMLCR1, CBF2alpha, CBFA2, EVI-1, PEBP2aB, PEBP2alpha	RUNX family transcription factor 1	runt-related transcription factor 1|AML1-ETO fusion|AML1-ETO fusion protein|AML1-EVI-1 fusion protein|PEA2-alpha B|PEBP2-alpha B|SL3-3 enhancer factor 1 alpha B subunit|SL3/AKV core-binding factor alpha B subunit|acute myeloid leukemia 1 protein|core-binding factor, runt domain, alpha subunit 2|mutant RUNX1|oncogene AML-1|polyomavirus enhancer-binding protein 2 alpha B subunit|runt related transcription factor 1	RNAP	151385	Q01196	453.0
130	864	RUNX3	AML2, CBFA3, PEBP2aC	RUNX family transcription factor 3	runt-related transcription factor 3|CBF-alpha-3|PEA2 alpha C|PEBP2 alpha C|SL3-3 enhancer factor 1 alpha C subunit|SL3/AKV core-binding factor alpha C subunit|acute myeloid leukemia 2 protein|acute myeloid leukemia gene 2|core-binding factor subunit alpha-3|core-binding factor, runt domain, alpha subunit 3|oncogene AML-2|polyomavirus enhancer-binding protein 2 alpha C subunit|runt related transcription factor 3|transcription factor AML2	RNAP	600210	Q13761	415.0
131	865	CBFB	CLCD2, PEBP2B	core-binding factor subunit beta	core-binding factor subunit beta|CBF-beta|PEA2-beta|PEBP2-beta|SL3-3 enhancer factor 1 beta subunit|SL3-3 enhancer factor 1 subunit beta|SL3/AKV core-binding factor beta subunit|core-binding factor beta subunit|polyomavirus enhancer binding protein 2, beta subunit	RNAP	121360	Q13951	182.0
132	868	CBLB	ADMIO3, Cbl-b, Nbla00127, RNF56	Cbl proto-oncogene B	E3 ubiquitin-protein ligase CBL-B|Cas-Br-M (murine) ecotropic retroviral transforming sequence b|Cbl proto-oncogene B, E3 ubiquitin protein ligase|Cbl proto-oncogene, E3 ubiquitin protein ligase B|RING finger protein 56|RING-type E3 ubiquitin transferase CBL-B|SH3-binding protein CBL-B|casitas B-lineage lymphoma proto-oncogene b|signal transduction protein CBL-B	RNAP	604491	Q13191	982.0
133	869	CBLN1		cerebellin 1 precursor	cerebellin-1|precerebellin	RNAP	600432	P23435	193.0
134	902	CCNH	CAK, CycH, p34, p37	cyclin H	GG, TCR	NER		P51946	323.0
135	912	CD1D	CD1A, R3, R3G1	CD1d molecule	antigen-presenting glycoprotein CD1d|CD1D antigen, d polypeptide|HMC class I antigen-like glycoprotein CD1D|T-cell surface glycoprotein CD1d|differentiation antigen CD1-alpha-3|thymocyte antigen CD1D	RNAP	188410	P15813	335.0
136	914	CD2	LFA-2, SRBC, T11	CD2 molecule	T-cell surface antigen CD2|CD2 antigen (p50), sheep red blood cell receptor|LFA-3 receptor|T-cell surface antigen T11/Leu-5|erythrocyte receptor|lymphocyte-function antigen-2|rosette receptor	RNAP	186990	P06729	351.0
137	916	CD3E	CD3epsilon, IMD18, T3E, TCRE	CD3 epsilon subunit of T-cell receptor complex	T-cell surface glycoprotein CD3 epsilon chain|CD3-epsilon|CD3e antigen, epsilon polypeptide (TiT3 complex)|CD3e molecule, epsilon (CD3-TCR complex)|T-cell antigen receptor complex, epsilon subunit of T3|T-cell surface antigen T3/Leu-4 epsilon chain	RNAP	186830	P07766	207.0
138	920	CD4	CD4mut, IMD79, Leu-3, OKT4D, T4	CD4 molecule	T-cell surface glycoprotein CD4|CD4 antigen (p55)|CD4 receptor|T-cell surface antigen T4/Leu-3	RNAP	186940	P01730	458.0
139	921	CD5	LEU1, T1	CD5 molecule	T-cell surface glycoprotein CD5|CD5 antigen (p56-62)|epididymis secretory sperm binding protein|lymphocyte antigen T1/Leu-1	RNAP	153340	P06127	495.0
140	923	CD6	TP120	CD6 molecule	T-cell differentiation antigen CD6|CD6 antigen|T12	RNAP	186720	P30203	668.0
141	929	CD14		CD14 molecule	monocyte differentiation antigen CD14|myeloid cell-specific leucine-rich glycoprotein	RNAP	158120	P08571	375.0
142	939	CD27	S152, S152. LPFS2, T14, TNFRSF7, Tp55	CD27 molecule	CD27 antigen|CD27L receptor|T cell activation antigen S152|T-cell activation antigen CD27|tumor necrosis factor receptor superfamily, member 7	RNAP	186711	P26842	260.0
143	940	CD28	Tp44	CD28 molecule	T-cell-specific surface glycoprotein CD28	RNAP	186760	P10747	220.0
144	941	CD80	B7, B7-1, B7.1, BB1, CD28LG, CD28LG1, LAB7	CD80 molecule	T-lymphocyte activation antigen CD80|B-lymphocyte activation antigen B7|CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)|CTLA-4 counter-receptor B7.1|activation B7-1 antigen|costimulatory factor CD80|costimulatory molecule variant IgV-CD80	RNAP	112203	P33681	288.0
145	942	CD86	B7-2, B7.2, B70, CD28LG2, LAB72	CD86 molecule	T-lymphocyte activation antigen CD86|B-lymphocyte activation antigen B7-2|BU63|CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)|CTLA-4 counter-receptor B7.2|FUN-1	RNAP	601020	P42081	329.0
146	943	TNFRSF8	CD30, D1S166E, Ki-1	TNF receptor superfamily member 8	tumor necrosis factor receptor superfamily member 8|CD30L receptor|Ki-1 antigen|cytokine receptor CD30|lymphocyte activation antigen CD30	RNAP	153243	P28908	595.0
147	947	CD34		CD34 molecule	hematopoietic progenitor cell antigen CD34|CD34 antigen|CD34 sialomucin	RNAP	142230	P28906	385.0
148	948	CD36	BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3	CD36 molecule	platelet glycoprotein 4|CD36 antigen (collagen type I receptor, thrombospondin receptor)|CD36 molecule (thrombospondin receptor)|GPIIIB|PAS IV|PAS-4 protein|cluster determinant 36|fatty acid translocase|glycoprotein IIIb|leukocyte differentiation antigen CD36|platelet glycoprotein IV|scavenger receptor class B, member 3	RNAP	173510	P16671	472.0
149	952	CD38	ADPRC 1, ADPRC1, cADPR1	CD38 molecule	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1|2'-phospho-ADP-ribosyl cyclase|2'-phospho-cyclic-ADP-ribose transferase|ADP-ribosyl cyclase 1|CD38 antigen (p45)|NAD(+) nucleosidase|cluster of differentiation 38|cyclic ADP-ribose hydrolase 1|ecto-nicotinamide adenine dinucleotide glycohydrolase	RNAP	107270	P28907	300.0
150	958	CD40	Bp50, CDW40, TNFRSF5, p50	CD40 molecule	tumor necrosis factor receptor superfamily member 5|B cell surface antigen CD40|B cell-associated molecule|CD40 molecule, TNF receptor superfamily member 5|CD40L receptor	RNAP	109535	P25942	277.0
151	959	CD40LG	CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L	CD40 ligand	CD40 ligand|CD40 antigen ligand|CD40-L|T-B cell-activating molecule|T-cell antigen Gp39|TNF-related activation protein|tumor necrosis factor (ligand) superfamily member 5	RNAP	300386	P29965	261.0
152	961	CD47	IAP, MER6, OA3	CD47 molecule	leukocyte surface antigen CD47|CD47 antigen (Rh-related antigen, integrin-associated signal transducer)|CD47 glycoprotein|Rh-related antigen|antigen identified by monoclonal antibody 1D8|antigenic surface determinant protein OA3|integrin associated protein|integrin-associated signal transducer	RNAP	601028	Q08722	323.0
153	965	CD58	LFA-3, LFA3, ag3	CD58 molecule	lymphocyte function-associated antigen 3|CD58 antigen, (lymphocyte function-associated antigen 3)|surface glycoprotein LFA-3	RNAP	153420	P19256	250.0
154	970	CD70	CD27-L, CD27L, CD27LG, LPFS3, TNFSF7, TNLG8A	CD70 molecule	CD70 antigen|CD27 ligand|Ki-24 antigen|surface antigen CD70|tumor necrosis factor ligand 8A|tumor necrosis factor ligand superfamily member 7	RNAP	602840	P32970	193.0
155	972	CD74	CLIP, DHLAG, HLADG, II, Ia-GAMMA, p33	CD74 molecule	HLA class II histocompatibility antigen gamma chain|CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)|CD74 molecule, major histocompatibility complex, class II invariant chain|HLA-DR antigens-associated invariant chain|HLA-DR-gamma|Ia-associated invariant chain|MHC HLA-DR gamma chain|class II MHC-associated invariant chain peptide|gamma chain of class II antigens	RNAP	142790	P04233	296.0
156	975	CD81	CVID6, S5.7, TAPA1, TSPAN28	CD81 molecule	CD81 antigen|26 kDa cell surface protein TAPA-1|CD81 antigen (target of antiproliferative antibody 1)|tetraspanin-28|tspan-28	RNAP	186845	P60033	236.0
157	983	CDK1	CDC2, CDC28A, P34CDC2	cyclin dependent kinase 1	cyclin-dependent kinase 1|cell cycle controller CDC2|cell division control protein 2 homolog|cell division cycle 2, G1 to S and G2 to M|cell division protein kinase 1|p34 protein kinase	RNAP	116940	P06493	297.0
158	1002	CDH4	CAD4, R-CAD, RCAD	cadherin 4	cadherin-4|R-cadherin|cadherin 4, type 1, R-cadherin (retinal)|cadherin 4, type 1, preproprotein|retinal cadherin	RNAP	603006	P55283	916.0
159	1003	CDH5	7B4, CD144	cadherin 5	cadherin-5|7B4 antigen|VE-cadherin|cadherin 5, type 2 (vascular endothelium)|cadherin 5, type 2, VE-cadherin (vascular epithelium)|cd144 antigen|endothelial-specific cadherin|vascular endothelial cadherin	RNAP	601120	P33151	784.0
160	1022	CDK7	CAK, CAK1, CDKN7, HCAK, MO15, STK1, p39MO15	cyclin dependent kinase 7	GG, TCR	NER		P50613	346.0
161	1026	CDKN1A	CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1	cyclin dependent kinase inhibitor 1A	cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|CDK-interaction protein 1|DNA synthesis inhibitor|cyclin-dependent kinase inhibitor 1A (p21, Cip1)|melanoma differentiation associated protein 6|wild-type p53-activated fragment 1	RNAP	116899	P38936	164.0
162	1050	CEBPA	C/EBP-alpha, CEBP	CCAAT enhancer binding protein alpha	CCAAT/enhancer-binding protein alpha|CCAAT/enhancer binding protein (C/EBP), alpha	RNAP	116897	P49715	358.0
163	1051	CEBPB	C/EBP-beta, IL6DBP, NF-IL6, TCF5	CCAAT enhancer binding protein beta	CCAAT/enhancer-binding protein beta|CCAAT/enhancer binding protein (C/EBP), beta|interleukin 6-dependent DNA-binding protein|nuclear factor NF-IL6|nuclear factor of interleukin 6|transcription factor 5|transcription factor C/EBP beta	RNAP	189965	P17676	345.0
164	1054	CEBPG	GPE1BP, IG/EBP-1	CCAAT enhancer binding protein gamma	CCAAT/enhancer-binding protein gamma|CCAAT/enhancer binding protein (C/EBP), gamma|c/EBP gamma	RNAP	138972	P53567	150.0
165	1069	CETN2	CALT, CEN2	centrin 2	GG	NER		P41208	172.0
166	1072	CFL1	CFL, HEL-S-15, cofilin	cofilin 1	cofilin-1|18 kDa phosphoprotein|cofilin 1 (non-muscle)|epididymis secretory protein Li 15|p18	RNAP	601442	P23528	166.0
167	1075	CTSC	CPPI, DPP-I, DPP1, DPPI, HMS, JP, JPD, PALS, PDON1, PLS	cathepsin C	dipeptidyl peptidase 1|cathepsin J|dipeptidyl transferase|dipeptidyl-peptidase I	RNAP	602365	P53634	463.0
168	1113	CHGA	CGA, PHE5, PHES	chromogranin A	chromogranin-A|SP-I|betagranin (N-terminal fragment of chromogranin A)|catestatin|chromofungin|parathyroid secretory protein 1|pituitary secretory protein I	RNAP	118910	P10645	457.0
169	1116	CHI3L1	ASRT7, CGP-39, GP-39, GP39, HC-gp39, HCGP-3P, YK-40, YKL-40, YKL40, YYL-40, hCGP-39	chitinase 3 like 1	chitinase-3-like protein 1|39 kDa synovial protein|cartilage glycoprotein 39|chitinase 3-like 1 (cartilage glycoprotein-39)	RNAP	601525	P36222	383.0
